P homeless,P exit,P undetected,Simulation,# Consecutive,# Episodic,# Chronic,# Ever Homeless,# Undetected Chronic,Frac Undetected Chronic,Wall Time (s),Episodic as % Chronic
0.0125,0.0075,0.01,3,10642,8013,18655,20000,609,0.07600149756645451,4.065358353000008,0.4295363173411954
0.0025,0.0025,0.0025,4,9666,70,9736,18720,22,0.3142857142857143,1.3014168070000096,0.007189811010682005
0.0125,0.01,0.0025,3,6890,12655,19545,20000,2825,0.22323192414065587,3.918570213999999,0.6474801739575339
0.0125,0.0075,0.0125,3,10664,7727,18391,20000,472,0.06108450886501877,4.403746035000012,0.4201511608939155
0.0125,0.01,0.005,3,8072,11910,19982,20000,1670,0.14021830394626364,4.1386626190000015,0.5960364327895106
0.0025,0.0025,0.005,4,10346,37,10383,18634,5,0.13513513513513514,1.5233862729999998,0.00356351728787441
0.0125,0.01,0.0075,3,8167,11830,19997,20000,1058,0.08943364327979712,4.346189647000003,0.5915887383107467
0.0025,0.0025,0.0075,4,10731,23,10754,18711,5,0.21739130434782608,1.7284616150000005,0.0021387390738329924
0.0125,0.01,0.01,3,8080,11661,19741,20000,756,0.06483148958065346,4.599018735999991,0.5906995592928423
0.0125,0.0125,0.0025,3,5465,14424,19889,20000,2461,0.170618413754853,4.453660814999992,0.7252249987430238
0.0025,0.005,0.0025,4,5987,449,6436,18712,149,0.33184855233853006,1.541772151999993,0.06976382846488502
0.0125,0.01,0.0125,3,8232,11497,19729,20000,561,0.0487953379142385,4.772070527999986,0.5827462111612347
0.0125,0.0125,0.005,3,6393,14116,20509,20000,1614,0.1143383394729385,4.552679092999995,0.6882831927446487
0.0025,0.0025,0.01,4,10889,19,10908,18740,2,0.10526315789473684,2.1537880150000035,0.0017418408507517418
0.0025,0.005,0.005,4,6573,263,6836,18753,48,0.18250950570342206,1.8559305650000084,0.03847279110590989
0.0125,0.0125,0.0075,3,6302,14087,20389,20000,1084,0.07695037978277845,4.763876381000003,0.6909117661484133
0.0025,0.0025,0.0125,4,10923,19,10942,18707,5,0.2631578947368421,2.306733527000006,0.001736428440870042
0.0025,0.005,0.0075,4,6774,285,7059,18628,55,0.19298245614035087,1.9074593090000036,0.04037399065023375
0.0025,0.005,0.01,4,6803,239,7042,18708,28,0.11715481171548117,2.089641439999994,0.033939221811985235
0.0025,0.0075,0.0025,4,4101,831,4932,18747,257,0.309265944645006,1.7165399650000097,0.16849148418491483
0.0025,0.005,0.0125,4,6658,212,6870,18676,19,0.08962264150943396,2.280413862000003,0.030858806404657935
0.0025,0.0075,0.005,4,4677,693,5370,18724,129,0.18614718614718614,1.8499496929999992,0.12905027932960894
0.0125,0.0125,0.01,3,6223,14218,20441,20000,742,0.052187368124912085,5.0268673349999915,0.6955628393914192
0.0025,0.0075,0.0075,4,4663,677,5340,18737,99,0.14623338257016247,2.0095640569999915,0.12677902621722847
0.0025,0.01,0.0025,4,3144,1180,4324,18703,326,0.27627118644067794,1.8010871120000047,0.272895467160037
0.0025,0.01,0.005,4,3519,996,4515,18746,200,0.20080321285140562,1.9177131309999993,0.22059800664451829
0.0025,0.0075,0.01,4,4544,594,5138,18702,79,0.132996632996633,2.1335267709999926,0.11560918645387311
0.0125,0.0125,0.0125,3,6253,14194,20447,20000,608,0.042835000704523035,5.311124754000005,0.6941849660096836
0.0025,0.01,0.0075,4,3359,982,4341,18736,166,0.1690427698574338,2.024716036000001,0.22621515779774246
0.0025,0.0075,0.0125,4,4414,558,4972,18689,77,0.13799283154121864,2.306883389999996,0.11222847948511665
0.0025,0.01,0.01,4,3180,876,4056,18767,125,0.14269406392694065,2.1699712349999913,0.21597633136094674
0.0025,0.01,0.0125,4,3084,921,4005,18717,139,0.15092290988056462,2.2520450899999958,0.2299625468164794
0.0025,0.0125,0.005,4,2860,1238,4098,18693,240,0.1938610662358643,1.9474647019999907,0.3020985846754514
0.0025,0.0125,0.0025,4,2479,1241,3720,18713,331,0.26672038678485094,1.995610869999993,0.3336021505376344
0.0025,0.0125,0.0075,4,2561,1216,3777,18748,202,0.16611842105263158,1.9924007259999996,0.321948636483982
0.005,0.0025,0.0025,4,12789,317,13106,19929,110,0.3470031545741325,1.6944625819999999,0.024187395086220052
0.0025,0.0125,0.01,4,2374,1180,3554,18688,169,0.14322033898305084,2.157460719999989,0.33202025886325265
0.0025,0.0125,0.0125,4,2304,1261,3565,18754,188,0.14908802537668517,2.2435632730000066,0.35371669004207573
0.005,0.0025,0.005,4,13510,151,13661,19903,27,0.17880794701986755,1.9603794439999973,0.011053363589781129
0.005,0.0025,0.0075,4,13757,128,13885,19905,15,0.1171875,2.2572712799999977,0.009218581202736767
0.005,0.005,0.0025,4,8787,2019,10806,19914,602,0.2981674096087172,2.0470576040000026,0.18684064408661855
0.005,0.0025,0.01,4,13834,116,13950,19916,18,0.15517241379310345,2.510561368000012,0.008315412186379928
0.005,0.005,0.005,4,9728,1465,11193,19915,267,0.18225255972696247,2.260516428999992,0.1308853747878138
0.005,0.005,0.0075,4,9921,1283,11204,19918,153,0.11925175370226032,2.5274575229999954,0.11451267404498393
0.005,0.0025,0.0125,4,13998,105,14103,19905,2,0.01904761904761905,2.8174893209999965,0.007445224420336099
0.005,0.005,0.01,4,9992,1138,11130,19914,92,0.08084358523725835,2.7801435129999987,0.10224618149146451
0.005,0.0075,0.0025,4,6496,3992,10488,19917,1090,0.27304609218436876,2.4462922490000096,0.38062547673531655
0.005,0.0075,0.005,4,7193,3298,10491,19922,580,0.17586416009702852,2.5393380630000024,0.3143646935468497
0.005,0.0075,0.0075,4,7379,3070,10449,19925,378,0.12312703583061889,2.771406472999999,0.29380801990621114
0.005,0.005,0.0125,4,9863,1072,10935,19920,82,0.07649253731343283,2.9820180789999995,0.09803383630544124
0.005,0.01,0.0025,4,5006,5317,10323,19901,1313,0.2469437652811736,2.6708741710000083,0.5150634505473215
0.005,0.0075,0.01,4,7284,2886,10170,19903,303,0.104989604989605,3.081754945,0.2837758112094395
0.005,0.0075,0.0125,4,7215,2894,10109,19926,250,0.08638562543192813,3.204804417999995,0.2862795528736769
0.005,0.01,0.005,4,5480,4886,10366,19901,746,0.15268112975849366,2.7996319119999953,0.47134863978390895
0.005,0.01,0.0075,4,5599,4817,10416,19909,581,0.12061449034668881,2.9847847939999923,0.4624615975422427
0.0075,0.0025,0.0025,4,14268,604,14872,19990,219,0.36258278145695366,1.8175039770000012,0.04061323292092523
0.005,0.01,0.01,4,5363,4738,10101,19903,533,0.1124947235120304,3.173713716000009,0.46906246906246907
0.005,0.0125,0.0025,4,4027,6012,10039,19920,1265,0.21041250831669994,2.7997948080000015,0.598864428727961
0.0075,0.0025,0.005,4,14991,391,15382,19994,76,0.19437340153452684,2.112296846999996,0.025419321284618386
0.005,0.0125,0.005,4,4406,5920,10326,19910,974,0.16452702702702704,2.9427356789999948,0.5733100910323455
0.005,0.01,0.0125,4,5331,4620,9951,19907,487,0.10541125541125541,3.380394468999995,0.46427494724148327
0.005,0.0125,0.0075,4,4311,5933,10244,19901,702,0.11832125400303388,3.0942836229999955,0.5791682936352988
0.0075,0.0025,0.0075,4,15316,252,15568,19993,37,0.14682539682539683,2.3933258480000035,0.01618705035971223
0.005,0.0125,0.01,4,4132,5888,10020,19917,662,0.11243206521739131,3.266832378999993,0.587624750499002
0.0075,0.0025,0.01,4,15378,210,15588,19995,14,0.06666666666666667,2.767346598000003,0.013471901462663588
0.005,0.0125,0.0125,4,3869,5735,9604,19924,600,0.1046207497820401,3.316290330000001,0.5971470220741357
0.0075,0.005,0.0025,4,10316,3687,14003,19993,1198,0.3249254136154055,2.442487901000007,0.2633007212740127
0.0075,0.005,0.005,4,11342,2740,14082,19996,575,0.20985401459854014,2.626368792000008,0.1945746342849027
0.0075,0.0025,0.0125,4,15410,193,15603,19993,15,0.07772020725388601,3.1080917909999926,0.012369416137922194
0.0075,0.005,0.0075,4,11601,2348,13949,19996,278,0.11839863713798977,2.914461325000005,0.16832747867230627
0.0075,0.005,0.01,4,11756,2153,13909,19994,171,0.07942405945192754,3.246022534000005,0.15479186138471493
0.0075,0.0075,0.0025,4,7727,6896,14623,19993,1845,0.267546403712297,2.9805434710000043,0.47158585789509677
0.0075,0.0075,0.005,4,8689,5968,14657,19991,1043,0.17476541554959785,3.051288236000005,0.40717745786995974
0.0075,0.005,0.0125,4,11838,2041,13879,19997,149,0.07300342969132778,3.526146555000011,0.14705670437351395
0.0075,0.0075,0.0075,4,8734,5523,14257,19994,618,0.11189570885388377,3.3291813749999903,0.38738865118888965
0.0075,0.0075,0.01,4,8975,5242,14217,19993,431,0.08222052651659671,3.585882142999992,0.3687135119926848
0.0075,0.01,0.0025,4,5878,9264,15142,19998,2014,0.21740069084628671,3.3249331580000074,0.6118082155593713
0.0075,0.0075,0.0125,4,8937,5076,14013,19993,341,0.06717888100866824,3.781638442000002,0.3622350674373796
0.0075,0.01,0.005,4,6773,8543,15316,19993,1270,0.14865972140934097,3.465238375999988,0.557782710890572
0.0075,0.01,0.0075,4,6758,8273,15031,19996,864,0.10443611749063218,3.6945577729999854,0.5503958485796021
0.01,0.0025,0.0025,4,15204,807,16011,20000,338,0.4188351920693928,2.0054734949999897,0.05040284804197114
0.0075,0.0125,0.0025,4,4865,10582,15447,19993,1981,0.1872046872046872,3.635284232000018,0.6850521136790315
0.0075,0.01,0.01,4,6761,8104,14865,19993,665,0.08205824284304047,3.928525742000005,0.5451732256979482
0.01,0.0025,0.005,4,15803,472,16275,19999,110,0.2330508474576271,2.221821380999998,0.029001536098310292
0.0075,0.01,0.0125,4,6612,8122,14734,19992,578,0.07116473774932283,4.1155854910000045,0.5512420252477264
0.0075,0.0125,0.005,4,5356,10169,15525,19989,1257,0.12361097453043564,3.7257435209999983,0.6550080515297907
0.0075,0.0125,0.0075,4,5237,10147,15384,19996,940,0.09263821819256923,3.923168151999988,0.6595813832553302
0.01,0.0025,0.0075,4,15975,376,16351,20000,52,0.13829787234042554,2.6080415389999985,0.022995535441257417
0.0075,0.0125,0.01,4,5105,10195,15300,19998,797,0.07817557626287396,4.1103860500000025,0.6663398692810457
0.01,0.0025,0.01,4,16033,284,16317,20000,19,0.06690140845070422,3.0439790989999835,0.01740516026230312
0.01,0.005,0.0025,4,11491,4574,16065,20000,1607,0.35133362483602976,2.7148808149999866,0.28471833177715533
0.0075,0.0125,0.0125,4,4970,10227,15197,19995,790,0.07724650435122714,4.344211042000012,0.672961768770152
0.01,0.005,0.005,4,12301,3605,15906,20000,693,0.19223300970873786,2.9112361920000183,0.22664403369797562
0.01,0.0025,0.0125,4,16100,262,16362,19999,15,0.05725190839694656,3.3278036549999968,0.016012712382349345
0.01,0.005,0.0075,4,12752,3165,15917,20000,417,0.13175355450236967,3.146583679999992,0.1988440032669473
0.01,0.005,0.01,4,12837,2872,15709,20000,209,0.07277158774373259,3.356665800000002,0.18282513208988477
0.01,0.0075,0.0025,4,8414,8784,17198,20000,2345,0.2669626593806922,3.2533520480000107,0.5107570647749738
0.01,0.0075,0.005,4,9660,7592,17252,20000,1291,0.17004741833508957,3.4563453260000188,0.4400649200092743
0.01,0.005,0.0125,4,12901,2771,15672,19999,203,0.07325875135330205,3.813600988000019,0.17681214905564063
0.01,0.0075,0.0075,4,9834,7302,17136,19999,799,0.10942207614352233,3.545086432000005,0.4261204481792717
0.01,0.0075,0.01,4,9956,6840,16796,19999,568,0.08304093567251462,3.8697968810000134,0.4072398190045249
0.01,0.01,0.0025,4,6565,11468,18033,20000,2403,0.20953958841995116,3.576152454999999,0.6359452115565907
0.01,0.0075,0.0125,4,9855,6853,16708,20000,424,0.061870713556106814,4.190805286,0.41016279626526214
0.01,0.01,0.005,4,7465,10771,18236,20000,1503,0.13954136106211124,3.820186847000002,0.5906448782627769
0.01,0.01,0.0075,4,7694,10486,18180,20000,1003,0.09565134465000953,4.102151028999998,0.5767876787678767
0.0125,0.0025,0.0025,4,15659,943,16602,20000,374,0.39660657476139977,2.0841870620000122,0.05680038549572341
0.01,0.01,0.01,4,7599,10398,17997,20000,743,0.0714560492402385,4.3090079309999965,0.5777629604934156
0.0125,0.0025,0.005,4,16277,518,16795,20000,117,0.22586872586872586,2.3195326539999996,0.03084251265257517
0.01,0.0125,0.0025,4,5220,13117,18337,20000,2286,0.17427765495158953,4.200000837000005,0.7153296613404592
0.01,0.01,0.0125,4,7582,10231,17813,19999,591,0.057765614309451666,4.525679599,0.5743558075562791
0.01,0.0125,0.005,4,6017,12754,18771,20000,1462,0.11463070409283362,4.215103470999992,0.6794523467050237
0.0125,0.0025,0.0075,4,16433,405,16838,20000,56,0.1382716049382716,2.694526964000005,0.02405273785485212
0.01,0.0125,0.0075,4,5971,12844,18815,20000,1039,0.08089380255372158,4.439818536000018,0.6826468243422801
0.0125,0.0025,0.01,4,16581,378,16959,20000,31,0.082010582010582,3.039773378999996,0.022289050061914027
0.01,0.0125,0.01,4,5790,12828,18618,19998,808,0.06298721546616776,4.60104333999999,0.6890106348694811
0.0125,0.005,0.0025,4,11931,5326,17257,20000,1943,0.3648141194141945,2.901982956000012,0.30862838268528714
0.0125,0.005,0.005,4,13199,4036,17235,20000,803,0.1989593657086224,2.9093203519999804,0.23417464461850884
0.0125,0.0025,0.0125,4,16658,315,16973,20000,14,0.044444444444444446,3.3804451710000194,0.01855888764508337
0.01,0.0125,0.0125,4,5667,12917,18584,19999,744,0.05759851358674615,4.761046278000009,0.6950602668962549
0.0125,0.005,0.0075,4,13464,3576,17040,20000,430,0.12024608501118568,3.1642530569999963,0.20985915492957746
0.0125,0.005,0.01,4,13578,3500,17078,20000,320,0.09142857142857143,3.2823166100000094,0.20494203068274974
0.0125,0.005,0.0125,4,13609,3218,16827,20000,192,0.05966438781852082,3.579198171999991,0.1912402686159149
0.0125,0.0075,0.0025,4,9037,9770,18807,20000,2768,0.2833162743091095,3.1385327079999854,0.5194874248949859
0.0125,0.0075,0.005,4,10310,8592,18902,20000,1527,0.17772346368715083,3.275885943999981,0.4545550735371918
0.0125,0.0075,0.0075,4,10680,8024,18704,20000,849,0.10580757726819541,3.5892046480000204,0.42899914456800686
0.0125,0.0075,0.01,4,10756,7761,18517,20000,567,0.073057595670661,3.786884721000007,0.41912836852621915
0.0125,0.01,0.0025,4,6959,12543,19502,20000,2745,0.2188471657498206,3.715114744999994,0.6431648036098861
0.0025,0.0025,0.0025,5,9700,53,9753,18645,17,0.32075471698113206,1.2285636059999945,0.005434225366553881
0.0125,0.01,0.005,4,7847,12015,19862,20000,1641,0.1365792759051186,3.8486519919999864,0.6049239754304703
0.0125,0.0075,0.0125,4,10668,7874,18542,20000,462,0.058674117348234696,4.1083235290000175,0.4246575342465753
0.0025,0.0025,0.005,5,10540,41,10581,18706,5,0.12195121951219512,1.500838951999981,0.0038748700500897838
0.0025,0.0025,0.0075,5,10801,37,10838,18725,3,0.08108108108108109,1.7473743010000078,0.0034139140062742204
0.0025,0.0025,0.01,5,10836,25,10861,18749,3,0.12,1.9316581109999902,0.0023018138292974864
0.0025,0.005,0.0025,5,5889,448,6337,18694,137,0.30580357142857145,1.5339513330000045,0.0706959128925359
0.0025,0.005,0.005,5,6578,309,6887,18764,69,0.22330097087378642,1.648354850000004,0.044867140990271524
0.0125,0.01,0.0075,4,8149,11845,19994,20000,1121,0.09463908822287885,4.213535819999976,0.5924277283184956
0.0025,0.005,0.0075,5,6657,260,6917,18676,38,0.14615384615384616,1.8139940909999837,0.03758854994940003
0.0025,0.0025,0.0125,5,10915,19,10934,18720,0,0.0,2.224233580999993,0.0017376989207975124
0.0125,0.0125,0.0025,4,5638,14357,19995,20000,2423,0.16876784843630285,4.333215201999991,0.7180295073768442
0.0025,0.005,0.01,5,6805,217,7022,18723,20,0.09216589861751152,1.9951958380000008,0.030902876673312447
0.0125,0.01,0.01,4,7992,11737,19729,20000,750,0.06390048564369089,4.517805380999988,0.5949110446550763
0.0025,0.0075,0.0025,5,4094,863,4957,18645,249,0.2885283893395133,1.6731943349999767,0.17409723623159168
0.0125,0.0125,0.005,4,6349,14144,20493,20000,1652,0.11679864253393665,4.489201640999994,0.6901868930854438
0.0025,0.005,0.0125,5,6756,221,6977,18683,31,0.14027149321266968,2.120085764999999,0.031675505231474846
0.0125,0.01,0.0125,4,8083,11656,19739,20000,593,0.050875085792724775,4.793053127000007,0.5905061046658898
0.0125,0.0125,0.0075,4,6485,14061,20546,20000,993,0.07062086622573074,4.653516417999981,0.6843667867224764
0.0125,0.0125,0.01,4,6365,14174,20539,20000,759,0.053548751234655,4.901258401000007,0.6901017576318224
0.0025,0.0075,0.005,5,4578,688,5266,18692,137,0.19912790697674418,1.8023316519999923,0.13064944929737943
0.0025,0.0075,0.0075,5,4625,634,5259,18699,104,0.1640378548895899,1.9339469600000143,0.12055523863852444
0.0125,0.0125,0.0125,4,6158,14302,20460,20000,639,0.044679065864914,5.11913775299999,0.6990224828934506
0.0025,0.0075,0.01,5,4576,557,5133,18764,69,0.12387791741472172,2.049569649999995,0.10851353984024936
0.0025,0.01,0.0025,5,3175,1132,4307,18760,299,0.26413427561837455,1.6777151240000023,0.2628279544926863
0.0025,0.01,0.005,5,3535,979,4514,18750,199,0.20326864147088866,1.837758660999981,0.216880815241471
0.0025,0.0075,0.0125,5,4456,577,5033,18721,59,0.1022530329289428,2.1419466079999836,0.11464335386449434
0.0025,0.01,0.0075,5,3305,965,4270,18700,172,0.17823834196891192,1.9653236680000248,0.2259953161592506
0.0025,0.0125,0.0025,5,2518,1265,3783,18741,343,0.2711462450592885,1.8421097789999976,0.33439069521543746
0.0025,0.01,0.01,5,3228,972,4200,18752,129,0.13271604938271606,2.0102941920000035,0.23142857142857143
0.0025,0.0125,0.005,5,2711,1242,3953,18690,248,0.1996779388083736,1.9193760729999951,0.31419175309891223
0.0025,0.0125,0.0075,5,2531,1228,3759,18655,209,0.17019543973941367,2.028480528999978,0.326682628358606
0.0025,0.01,0.0125,5,3183,881,4064,18667,126,0.14301929625425652,2.2013872220000223,0.21678149606299213
0.005,0.0025,0.0025,5,12778,298,13076,19914,88,0.2953020134228188,1.6769907700000033,0.02278984398898746
0.0025,0.0125,0.01,5,2449,1227,3676,18709,178,0.14506927465362673,2.1453115230000037,0.3337867247007617
0.0025,0.0125,0.0125,5,2231,1293,3524,18666,194,0.1500386697602475,2.2277079010000023,0.36691259931895576
0.005,0.0025,0.005,5,13599,198,13797,19895,38,0.1919191919191919,1.954364632000022,0.014350945857795172
0.005,0.0025,0.0075,5,13788,123,13911,19902,11,0.08943089430894309,2.297506993000013,0.008841923657537202
0.005,0.005,0.0025,5,8697,2061,10758,19909,642,0.31149927219796214,2.1482050460000153,0.19157836029001674
0.005,0.0025,0.01,5,13882,116,13998,19898,8,0.06896551724137931,2.545847092999992,0.008286898128304044
0.005,0.005,0.005,5,9720,1527,11247,19907,317,0.20759659462999344,2.355959229000007,0.13576953854361162
0.005,0.0025,0.0125,5,13960,110,14070,19913,7,0.06363636363636363,2.8758425609999847,0.007818052594171997
0.005,0.005,0.0075,5,9943,1326,11269,19942,188,0.14177978883861236,2.5702306660000147,0.11766793859259916
0.005,0.0075,0.0025,5,6538,3970,10508,19908,1071,0.2697732997481108,2.4692569060000267,0.3778073848496384
0.005,0.0075,0.005,5,7329,3355,10684,19914,650,0.19374068554396423,2.612325602999988,0.31402096593036316
0.005,0.005,0.01,5,9917,1163,11080,19915,121,0.10404127257093723,2.821022035000027,0.10496389891696752
0.005,0.0075,0.0075,5,7271,3055,10326,19920,372,0.12176759410801964,2.775579179999994,0.29585512299050937
0.005,0.005,0.0125,5,9976,1131,11107,19912,88,0.07780725022104333,3.13146011500001,0.10182767624020887
0.005,0.01,0.0025,5,4945,5302,10247,19923,1275,0.24047529234251225,2.745154931000002,0.5174197326046648
0.005,0.0075,0.01,5,7228,2895,10123,19913,306,0.10569948186528498,3.0483938259999945,0.28598241627975896
0.005,0.01,0.005,5,5513,4940,10453,19917,850,0.1720647773279352,2.879759562000004,0.47259160049746485
0.005,0.0075,0.0125,5,7072,2842,9914,19904,241,0.08479943701618578,3.309783572000015,0.2866653217671979
0.005,0.01,0.0075,5,5521,4741,10262,19921,560,0.1181185403923223,3.0469774579999864,0.46199571233677644
0.0075,0.0025,0.0025,5,14500,585,15085,19994,206,0.35213675213675216,1.820515228000005,0.038780245276765
0.005,0.0125,0.0025,5,4057,6034,10091,19917,1302,0.21577726218097448,2.855890807999998,0.5979585769497572
0.005,0.01,0.01,5,5363,4655,10018,19926,493,0.10590762620837808,3.254032663000004,0.46466360551008185
0.0075,0.0025,0.005,5,14951,365,15316,19996,73,0.2,2.1500363190000087,0.02383128754243928
0.005,0.0125,0.005,5,4327,5940,10267,19918,947,0.15942760942760942,2.9705029019999927,0.5785526443946625
0.005,0.01,0.0125,5,5284,4477,9761,19918,477,0.10654456109001563,3.363628709000011,0.4586620223337773
0.005,0.0125,0.0075,5,4321,5848,10169,19918,686,0.11730506155950753,3.1120483389999833,0.5750811289212312
0.0075,0.0025,0.0075,5,15211,247,15458,19997,25,0.10121457489878542,2.3954288600000098,0.015978781213611074
0.005,0.0125,0.01,5,4016,5815,9831,19931,655,0.11263972484952708,3.244103439000014,0.5914962872546028
0.0075,0.005,0.0025,5,10345,3567,13912,19996,1167,0.32716568544995794,2.443144977000003,0.25639735480161013
0.0075,0.0025,0.01,5,15325,208,15533,19996,16,0.07692307692307693,2.6956119909999927,0.01339084529710938
0.005,0.0125,0.0125,5,4005,5887,9892,19912,634,0.1076949210124002,3.4081809470000053,0.5951273756570966
0.0075,0.005,0.005,5,11347,2786,14133,19991,558,0.20028715003589376,2.655431861000011,0.1971272907379891
0.0075,0.0025,0.0125,5,15498,197,15695,19995,11,0.05583756345177665,3.0879942469999833,0.012551768079006053
0.0075,0.005,0.0075,5,11578,2399,13977,19998,292,0.12171738224260108,2.8461751950000007,0.17163912141375115
0.0075,0.005,0.01,5,11655,2245,13900,19992,165,0.07349665924276169,3.1965075770000055,0.16151079136690646
0.0075,0.0075,0.0025,5,7742,6984,14726,19996,1884,0.2697594501718213,2.7922260840000206,0.47426320793154964
0.0075,0.0075,0.005,5,8636,5949,14585,19996,1052,0.1768364430996806,3.0375942029999976,0.4078848131642098
0.0075,0.005,0.0125,5,11795,2090,13885,19998,114,0.05454545454545454,3.403158364999996,0.15052214620093626
0.0075,0.0075,0.0075,5,8765,5586,14351,19992,659,0.11797350519155031,3.27943029299999,0.3892411678628667
0.0075,0.0075,0.01,5,8925,5227,14152,19998,435,0.08322173330782476,3.416670191999998,0.3693470887507066
0.0075,0.01,0.0025,5,5916,9254,15170,19990,2066,0.22325480873135942,3.244613020999992,0.6100197758734344
0.0075,0.01,0.005,5,6858,8442,15300,19995,1240,0.1468846244965648,3.336671881000001,0.5517647058823529
0.0075,0.0075,0.0125,5,8832,5252,14084,19995,359,0.06835491241431836,3.8031561890000205,0.3729054245952854
0.0075,0.01,0.0075,5,6875,8134,15009,19996,876,0.10769609048438653,3.445515032000003,0.5419415017656073
0.01,0.0025,0.0025,5,15075,798,15873,20000,332,0.41604010025062654,1.9216640530000006,0.050274050274050276
0.0075,0.0125,0.0025,5,4928,10511,15439,19994,1860,0.17695747312339455,3.499201430999989,0.6808083425092298
0.0075,0.01,0.01,5,6727,8163,14890,19994,644,0.07889256400833027,3.84771094300001,0.5482202820685024
0.0075,0.0125,0.005,5,5420,10045,15465,19995,1352,0.1345943255350921,3.586315180000014,0.6495311994827029
0.0075,0.01,0.0125,5,6543,8096,14639,19990,619,0.07645750988142293,4.04731505700002,0.553043240658515
0.01,0.0025,0.005,5,15744,466,16210,19999,78,0.16738197424892703,2.267371491000006,0.028747686613201727
0.0075,0.0125,0.0075,5,5234,10213,15447,19996,981,0.09605404876138256,3.821359073999986,0.6611639800608532
0.01,0.0025,0.0075,5,16102,384,16486,19999,47,0.12239583333333333,2.6030377600000065,0.02329249059808322
0.0075,0.0125,0.01,5,5147,10095,15242,19993,812,0.08043585933630511,4.0678600860000245,0.6623146568691772
0.01,0.0025,0.01,5,16105,301,16406,20000,24,0.07973421926910298,2.8953726580000136,0.01834694623918079
0.01,0.005,0.0025,5,11309,4703,16012,20000,1592,0.3385073357431427,2.6026549649999993,0.2937172120909318
0.0075,0.0125,0.0125,5,5001,10159,15160,19997,737,0.07254651048331529,4.29652150199999,0.6701187335092348
0.01,0.005,0.005,5,12347,3596,15943,20000,684,0.19021134593993325,2.8734918669999843,0.22555353446653703
0.01,0.0025,0.0125,5,16198,296,16494,20000,16,0.05405405405405406,3.2802308539999956,0.01794591972838608
0.01,0.005,0.0075,5,12689,3210,15899,19999,377,0.11744548286604362,3.164783445999973,0.20189949053399586
0.01,0.005,0.01,5,12756,2955,15711,19999,244,0.08257191201353638,3.4139796190000027,0.18808478136337597
0.01,0.0075,0.0025,5,8476,8896,17372,20000,2499,0.2809127697841727,3.2806584350000207,0.51208841814414
0.01,0.0075,0.005,5,9600,7665,17265,20000,1353,0.17651663405088064,3.3320613669999943,0.4439617723718506
0.01,0.005,0.0125,5,12961,2738,15699,20000,171,0.062454346238130024,3.7988330459999986,0.17440601312185489
0.01,0.0075,0.0075,5,9820,7139,16959,20000,749,0.1049166549936966,3.6743470689999924,0.42095642431747154
0.01,0.0075,0.01,5,9730,6902,16632,19998,526,0.0762097942625326,3.996671394999993,0.414983164983165
0.01,0.01,0.0025,5,6536,11467,18003,20000,2430,0.21191244440568588,3.7588222089999874,0.6369493973226684
0.01,0.0075,0.0125,5,9994,6843,16837,20000,426,0.06225339763261727,4.307936323000007,0.40642632297915304
0.01,0.01,0.005,5,7618,10783,18401,20000,1509,0.13994250208661782,3.943428974999989,0.5860007608282158
0.0125,0.0025,0.0025,5,15668,897,16565,20000,364,0.4057971014492754,2.0580241539999804,0.054150316933293086
0.01,0.01,0.0075,5,7689,10403,18092,20000,961,0.09237719888493703,4.189879947999998,0.5750055273048862
0.0125,0.0025,0.005,5,16160,592,16752,20000,134,0.22635135135135134,2.3820517550000204,0.03533906399235912
0.01,0.01,0.01,5,7606,10442,18048,20000,715,0.0684734725148439,4.530704121000014,0.5785682624113475
0.01,0.0125,0.0025,5,5252,13194,18446,20000,2241,0.169849931787176,4.195145815000018,0.7152770248292313
0.0125,0.0025,0.0075,5,16398,421,16819,20000,47,0.11163895486935867,2.6940495890000022,0.025031214697663357
0.01,0.01,0.0125,5,7443,10284,17727,20000,558,0.05425904317386231,4.636991904000013,0.5801320020308005
0.01,0.0125,0.005,5,5928,12738,18666,20000,1499,0.11767938451876275,4.277166710999978,0.6824172291867566
0.01,0.0125,0.0075,5,6046,12723,18769,20000,1072,0.08425685765935707,4.497049672999992,0.6778730886035484
0.0125,0.0025,0.01,5,16555,357,16912,20000,32,0.0896358543417367,3.089665430999986,0.021109271523178808
0.01,0.0125,0.01,5,5839,12718,18557,20000,803,0.0631388583110552,4.75467904300001,0.6853478471735733
0.0125,0.005,0.0025,5,12160,5247,17407,20000,1927,0.36725748046502765,2.802024665999994,0.3014304590107428
0.01,0.0125,0.0125,5,5614,12897,18511,20000,730,0.05660231061487168,4.817939160000009,0.6967208686726811
0.0125,0.005,0.005,5,13050,4131,17181,20000,826,0.19995158557250062,3.118617422,0.24044002095337874
0.0125,0.0025,0.0125,5,16624,334,16958,20000,18,0.05389221556886228,3.5731875210000226,0.019695718834768252
0.0125,0.005,0.0075,5,13407,3648,17055,20000,443,0.12143640350877193,3.3849985870000125,0.213896218117854
0.0125,0.005,0.01,5,13507,3441,16948,19999,269,0.07817494914269107,3.605153354999999,0.2030328062308237
0.0125,0.005,0.0125,5,13654,3190,16844,20000,199,0.06238244514106583,3.9517835789999936,0.1893849441937782
0.0125,0.0075,0.0025,5,8975,9792,18767,20000,2831,0.2891135620915033,3.4956742239999983,0.5217669313156071
